,2013,UNIDADE BASICA DE SAUDE DA FAMILIA I,Alto Paraíso de Goiás,NAO,Ampliacao,GO,-14.13262494254558,-47.508622437726444
,2013,UBS VILA UNIÃO,Governador Nunes Freire,NAO,Construcao,MA,-2.1185051556509773,-45.87358474731445
,2013,UNIDADE BÁSICA DE SAÚDE,São Gonçalo do Gurguéia,NAO,Construcao,PI,-10.032364397647878,-45.303754806518555
,2009,UNIDADE BASICA DE SAUDE ALTO DA CHEIA,Aracati,NAO,Construcao,CE,-4.557709088472709,-37.76268124580383
,2010,CENTRO DE SAUDE DA FAMILIA MANOEL RODRIGUES FIRMINO,Irauçuba,SIM,Construcao,CE,-3.8905980288786073,-39.865912445068375
,2012,UNIDADE BÁSICA DE SAÚDE DE AROEIRA,Cruz,NAO,Construcao,CE,-2.919361204270197,-40.1728230714798
,2012,UNIDADE BASICA DE SAUDE DE MARRUAS DOS PAIVA,Ipu,NAO,Construcao,CE,-4.303895116363856,-40.52221953872504
,2013,UBS VERA CRUZ,Alegrete,NAO,Construcao,RS,-29.795069725346764,-55.80076217651367
,2013,UNIDADE DE SAUDE DA FAMILIA CURVA DO S,São Félix,NAO,Construcao,BA,-12.592093524674363,-38.96421432495117
,2014,POSTO DE SAUDE DE IRAI,Iraí,NAO,Ampliacao,RS,-27.194487533747665,-53.25565159320831
,2014,UNIDADE Bï¿¿SICA DE SAï¿¿DE FULNI - ï¿¿,Águas Belas,NAO,Construcao,PE,-9.110402133436564,-37.12400436401367
,2010,UBS LUIZA DUARTE SALES RAIMUNDO MARTINS,Santa Quitéria,NAO,Construcao,CE,-4.379456611554732,-40.15707314014435
,2013,UBS PSF 3,Alto Paraíso de Goiás,NAO,Construcao,GO,-14.135683166095552,-47.52602112297609
,2013,UNIDADE BASICA DE SAÚDE DE ANJICAL,Alto Alegre do Maranhão,NAO,Construcao,MA,-4.178734115728236,-44.380908608436584
,2013,UBS Gaspar,Muriaé,NAO,Construcao,MG,-21.12704883527974,-42.36302375793457
,2013,UNIDADE Bï¿¿SICA DE SAï¿¿DE EMAS,Belém do Brejo do Cruz,NAO,Construcao,PB,-6.189366008919849,-37.53599166870117
,2013,UNIDADE BASICA DE SAÚDE,Lins,NAO,Construcao,SP,-21.64115386400383,-49.707984924316406
,2011,UBS RIBEIRO,Lins,NAO,Reforma,SP,-21.66579417741555,-49.73969015407562
,2010,UBS UNIDADE BÁSICA DE SAÚDE KM 27,Senador Pompeu,NAO,Construcao,CE,-5.511461526889151,-39.54925378274919
,2009,UBS MAYARA CHAVES MARTINS,Carnaubal,NAO,Construcao,CE,-4.160842986205091,-40.942901372909546
,2009,UNIDADE BASICA DE SAUDE DO CENTRO,Quixeramobim,NAO,Construcao,CE,-5.199472797683209,-39.29634203243256
,2012,UNIDADE BÁSICA DE SAÚDE - CENTRO SUL,Santo Ângelo,NAO,Construcao,RS,-28.312333020612062,-54.264343786716495
,2013,POSTO DE SAUDE DO JARDIM PEROLA,Cornélio Procópio,NAO,Construcao,PR,-23.1864443609235,-50.64594268798828
,2009,UBASF FRANCISCO EDMILSON DE LIMA,Redenção,NAO,Construcao,CE,-4.309801898977204,-38.74972343444824
,2013,UBS 03,Pires do Rio,NAO,Construcao,GO,-17.285214581670324,-48.27834337949753
,2013,CENTRO MUNICIPAL DE SAUDE,Pires do Rio,NAO,Reforma,GO,-17.307161675194497,-48.27911049127579
,2011,ESF IV HADOVALDO CASTRO E SILVA,Bom Jardim de Goiás,NAO,Construcao,GO,-16.198425013840275,-52.17888791275027
,2011,UNIDADE BASICA DE SAUDE DO MOJO,Paço do Lumiar,NAO,Construcao,MA,-2.5154040451820343,-44.10736083984375
,2011,UBS ABRE CAMPO,Guaraciaba,NAO,Construcao,MG,-20.526632506173176,-42.99005448818207
,2009,UNIDADE BASICA DE SAUDE DA FAMILIA DA ALDEIA,Pacajus,NAO,Construcao,CE,-4.353088059185816,-38.497392211914075
,2010,UBS CAMOCIM,São Benedito,NAO,Construcao,CE,-4.114898805193271,-40.870776772499084
,2015,UNIDADE BÁSICA DE SAÚDE DA LAGOA NOVA,Senador Pompeu,NAO,Construcao,CE,-5.579622007645026,-39.584729969501495
,2009,UNIDADE BASICA DE SAUDE SANTA RITA DE CURVELO,Curvelo,NAO,Construcao,MG,-18.746693013940646,-44.44448232650757
,2009,UNIDADE BASICA DE SAUDE SANTA LUZIA,Barra de Santo Antônio,NAO,Construcao,AL,-9.435790154840845,-35.52138715982437
,2010,DR ANTONIO CARLOS DE VASCONCELOS,Pontalina,NAO,Construcao,GO,-17.508777727014234,-49.45064306259155
,2009,esf sao francisco,Morada Nova,NAO,Construcao,CE,-5.100898583787022,-38.36743623018265
,2013,UNIDADE BÁSICA DE SAÚDE PARQUE DAS NAÇÕES,Caucaia,NAO,Construcao,CE,-3.747157122341258,-38.600194573418776
,2013,UNIDADE DE SAÚDE DA FAMÍLIA TRÊS MARIAS,Carpina,NAO,Construcao,PE,-7.8409137029020055,-35.26527643203735
,2013,UNIDADE Bï¿¿SICA DE SAï¿¿DE DE ZUMBI,Rio do Fogo,NAO,Construcao,RN,-5.337583549150916,-35.36369204521179
,2013,UNIDADE BASICA DE SAUDE DAVINOPOLIS II,Davinópolis,NAO,Construcao,GO,-18.141936749268023,-47.55054473876953
,2013,UNIDADE BÁSICA DE SAÚDE NA LINHA LAJEADO GRANDE,Erval Seco,NAO,Construcao,RS,-27.536767778018312,-53.54312539100647
,2013,UNIDADE DE SAUDE DA FAMILIA DO TAQUARI,Paraty,NAO,Ampliacao,RJ,-23.047177572151202,-44.66555925928333
,2013,POSTO DE SAUDE RAIMUNDO PEREIRA DO CARMO,Portalegre,NAO,Ampliacao,RN,-6.038637900966396,-37.99299314618111
,2013,UBS SR IRACEMA DE PAIVA OLIVEIRA,Esperantina,NAO,Construcao,PI,-3.881772257561353,-42.21609368920326
,2013,PSF MOACIR SOARES,Cupira,NAO,Construcao,PE,-8.614564555106208,-35.94795227050781
,2013,CONSTRUÇÃO DA UBS BAIRRO NOVO,Mascote,NAO,Construcao,BA,-15.616351625783619,-39.43146049976349
,2013,UNIDADE BASICA DE SAUDE DE PONTA DOS MANGUES,Pacatuba,NAO,Construcao,SE,-10.453038461260835,-36.6478157043457
,2013,UNIDADE BÁSICA DE SAÚDE PORTE I,Campestre do Maranhão,NAO,Construcao,MA,-6.172502323558431,-47.36203372478485
,2013,UNIDADE BASICA DE SAUDE TANQUE,Matinha,NAO,Construcao,MA,-3.103149459329976,-45.01441955566406
,2013,ESF V SORRILANDIA II,Sousa,NAO,Construcao,PB,-6.774121088523242,-38.23255330324173
,2013,UBS HERMILO ALVES,Carandaí,NAO,Construcao,MG,-21.02360697658187,-43.78542870283127
,2013,UNIDADE SAUDE DA FAMILIA BAIRRO DOS FRANCAS,Ortigueira,NAO,Ampliacao,PR,-24.108429518262046,-51.040860414505005
,2013,CENTRO DE SAUDE SAO VICENTE DE PAULA PINHEIRO 3 DS,Maceió,NAO,Reforma,AL,-9.636292048302936,-35.74453353881836
,2013,USF JARDIM FORTALEZA,Cuiabá,NAO,Reforma,MT,-15.617725882173895,-55.99603235721588
,2013,POSTO DE SAUDE JOSE LAUDOMIR CAMPOS MANJERICAO,São Paulo do Potengi,NAO,Ampliacao,RN,-5.88507170192556,-35.69186568260193
,2013,UBS Porte Jardim Canaï¿¿ II,Mogi Guaçu,NAO,Construcao,SP,-22.369872712617827,-46.94271088228561
,2013,UBS LILIA CALDEIRA,Joaquim Felício,NAO,Construcao,MG,-17.759450038317393,-44.16874436677972
,2013,UNIDADE DE SAUDE DR ARTHUR RAMOS 6 DS,Maceió,NAO,Reforma,AL,-9.602103986041728,-35.71329116821289
,2013,UNIDADE DE SAUDE DR CLAUDIO MEDEIROSRIO NOVO 4 DS,Maceió,NAO,Reforma,AL,-9.59770329141882,-35.77028274536133
,2013,CAIC VIRGEM DOS POBRES 2 DS,Maceió,NAO,Reforma,AL,-9.67656858750112,-35.758609771728516
,2013,PSF NOVO COLORADO,Cuiabá,NAO,Reforma,MT,-15.565737965232125,-56.1207389831543
,2013,UBS MUTIRÃO,Araruama,NAO,Construcao,RJ,-22.874277263182737,-42.34285354614258
,2013,POSTO DE SAUDE ESF SANTOS ANJOS,Faxinal do Soturno,NAO,Ampliacao,RS,-29.575248632655892,-53.446083068847656
,2013,CENTRO DE SAUDE DR HAMILTON FALCAO 6 DS,Maceió,NAO,Reforma,AL,-9.560802913337795,-35.70436477661133
,2013,UNIDADE DE SAUDE EDVALDO SILVA 4 DS,Maceió,NAO,Reforma,AL,-9.59262549583373,-35.78229904174805
,2013,CENTRO DE SAUDE FELICIO NAPOLEAO 5 DS,Maceió,NAO,Reforma,AL,-9.639676816729091,-35.7194709777832
,2013,UNIDADE DE SAUDE JOAO PAULO II,Maceió,NAO,Reforma,AL,-9.640015291703982,-35.71775436401367
,2014,POSTO DE SAUDE DA CACHOEIRA,São Miguel do Tapuio,NAO,Ampliacao,PI,-5.439783949058675,-41.28099113702774
,2013,UBS,São Bento do Trairí,NAO,Construcao,RN,-6.342874207075257,-36.080474853515625
,2013,CAIC DR JOSE MARIA DE MELO CAIC BENEDITO BENTES II 6 DS,Maceió,NAO,Reforma,AL,-9.56283423106296,-35.70779800415039
,2013,PAM DIQUE ESTRADA 2 DS,Maceió,NAO,Reforma,AL,-9.663030792615071,-35.75998306274414
,2013,UNIDADE DE S JOSE TENORIO DE A LINS 5 DS,Maceió,NAO,Reforma,AL,-9.602103986041728,-35.71500778198242
,2013,UNIDADE DE SAÃDE NOVA CANAÃ,Caldas Novas,NAO,Construcao,GO,-17.723515251147727,-48.64696435688529
,2014,POSTO DE SAUDE DO MENDES,São Miguel do Tapuio,NAO,Ampliacao,PI,-6.061531658332177,-41.38808101415634
,2014,UBS DE BREJO DOS MARIANOS,São Miguel do Tapuio,NAO,Ampliacao,PI,-5.458264882968413,-41.29822579317988
,2014,UBS COMUM,Monte Alegre,NAO,Ampliacao,RN,-6.141313825491099,-35.39624601602554
,2013,US DA FAMILIA SELMA BANDEIRA 6 DS,Maceió,NAO,Reforma,AL,-9.562495678951235,-35.70505142211914
,2013,USF Nilzete Nathalia,Jaguaquara,NAO,Construcao,BA,-13.518630476480196,-39.96999979019165
,2014,ESF JOAO GOULART,Sapiranga,NAO,Ampliacao,RS,-29.62545907969971,-50.9638649225235
,2014,PSF ANTONIO AUDALIO DA SILVA,Manari,NAO,Ampliacao,PE,-8.965962607365276,-37.626285552978516
,2013,USF TEREZINHA VERGANI TOFETTI,São Sebastião do Paraíso,NAO,Construcao,MG,-20.900292309766186,-46.97664052248001
,2013,UBS 3,Santa Terezinha de Goiás,NAO,Construcao,GO,-14.446992985244819,-49.69569370150566
,2015,UBS CRUZ DAS ALMAS,Maceió,NAO,Construcao,AL,-9.622348295494314,-35.69593861699104
,2013,UBS CECAP,Lorena,NAO,Reforma,SP,-22.722673758017432,-45.12033462524414
,2014,UNIDADE DE SAUDE DA FAMILIA JOSE FIGUEREDO MASCARENHAS,Capela do Alto Alegre,NAO,Reforma,BA,-11.671274200425527,-39.83185797929764
,2009,E S F DR MAURO BURJAILI,Bebedouro,NAO,Construcao,SP,-20.953488735772822,-48.483463195800766
,2009,POSTO DE SAUDE DA COHAB,Saboeiro,NAO,Construcao,CE,-6.537397138884251,-39.90011215209961
,2013,UBS DE BARREIRAS DO PIAUI,Barreiras do Piauí,NAO,Reforma,PI,-9.965807340899193,-45.49661636352539
,2009,UBASF DR RENE HOLANDA BARREIRA,Iguatu,NAO,Construcao,CE,-6.375491780197664,-39.305949211120605
,2010,PSF PRADO,Cedro,NAO,Construcao,CE,-6.6134118571749925,-39.06070947647095
,2013,VILA BAIXA GRANDE,Catarina,NAO,Construcao,CE,-6.132362249080841,-39.878482818603516
,2015,UNIDADE DE SAUDE DA FAMILIA I JAURU ENEIAS RODRIGUES,Jauru,NAO,Ampliacao,MT,-15.347430263218053,-58.86975646018982
,2013,UNIDADE BASICA DE SAUDE PONTE ALTA,Montes Claros de Goiás,NAO,Construcao,GO,-15.89059293625645,-51.783965080976486
,2013,USF NOVO MILLENIUM,Cuiabá,NAO,Reforma,MT,-15.616292212235656,-56.00800842046738
,2009,UBS VILA NOVA I,Joinville,NAO,Construcao,SC,-26.279885369874396,-48.893285393714905
,2009,UBS DE POEMA,Nova Tebas,NAO,Construcao,PR,-24.356795081923337,-51.982872791290276
,2009,UBASF SERRAGEM,Ocara,NAO,Construcao,CE,-4.490755852868291,-38.59698235988617
,2009,UNIDADE DE SAUDE DA FAMILIA JOSE SIMPLICIO CUNHA,Presidente Dutra,NAO,Construcao,BA,-11.310139876205422,-41.99386645507809
,2009,POSTO DE SAUDE SAO JOAO,Altônia,NAO,Construcao,PR,-23.837583351026844,-53.804667592048645
,2009,UNIDADE DE SAUDE DA FAMILIA MAXIMINO CIRILO DA SILVA,Baianópolis,NAO,Construcao,BA,-12.722965625743273,-44.560817778110504
,2009,UNIDADE BÃSICA DE SAÃDE BAIRRO MOREIRAS,Acopiara,NAO,Construcao,CE,-6.106151698113813,-39.448151886463165
,2009,ESF DR CANTIDIANO VALGUEIRO,Floresta,NAO,Construcao,PE,-8.602357844236645,-38.566455047607406
,2009,POSTO DE SAÚDE BATALHA,Lavras da Mangabeira,NAO,Construcao,CE,-6.651931686452827,-38.95859509706497
,2013,UNIDADE BASICA DE SAUDE CURICACA,Tenente Laurentino Cruz,NAO,Construcao,RN,-6.090220453894358,-36.70876890420914
,2010,PSF SANTO ANTÔNIO,Acopiara,NAO,Construcao,CE,-6.101639129354743,-39.44812774658203
,2013,UNIDADE BASICA DE SAUDE POV FORTALEZA,Palmeira do Piauí,NAO,Construcao,PI,-8.704910939161495,-44.25275802612305
,2010,UBS RUA ITAUNA,São Domingos do Maranhão,NAO,Construcao,MA,-5.588330855708437,-44.38908934593201
,2009,UNIDADE BASICA DE SAUDE ALDEOTA,Tauá,NAO,Construcao,CE,-5.990754622473507,-40.29508352279663
,2012,UNIDADE BASICA DE SAUDE TAUAZINHO,Tauá,NAO,Construcao,CE,-6.012734880463848,-40.29460072517395
,2012,UNIDADE BASICA DE SAUDE MARRECAS,Tauá,NAO,Construcao,CE,-5.993672926187293,-40.3006973862648
,2012,UNIDADE BASICA DE SAUDE ALTO NELANDIA,Tauá,NAO,Construcao,CE,-5.993672926187293,-40.3006973862648
,2009,UBS DIVINO CARLOS DE OLIVEIRA DIVA,Caçu,NAO,Construcao,GO,-18.560107217486323,-51.136055963993044
,2009,UNIDADE BASICA DE SAUDE CENTRO DOS LEITE,Paulo Ramos,NAO,Construcao,MA,-4.433017118761301,-45.23963928222656
,2009,PSF SANTA CRUZ DE PATROCINIO PAULISTA,Patrocínio Paulista,NAO,Construcao,SP,-20.639029417535333,-47.28199124336243
,2009,PSF ISIDORO CANDIDO FERREIRA,Santa Vitória,NAO,Construcao,MG,-18.83936424079518,-50.122718811035156
,2013,UBS 1,Orocó,NAO,Construcao,PE,-8.622096015927484,-39.60176467895508
,2012,POSTO DE SAUDE VARZINHA JOAO JOSE DE FREITAS,Afogados da Ingazeira,SIM,Ampliacao,PE,-7.744671919836895,-37.62989044189453
,2013,ESF PONTE SECA PS JOSE MOREIRA DA FONSECA,Aperibé,NAO,Construcao,RJ,-21.627772534878268,-42.122613340616226
,2013,UBS MARIA GENURA DE AMORIM DAMASO,Boca da Mata,NAO,Construcao,AL,-9.650682368004805,-36.206607073545456
,2013,UNIDADE BASICA DE SAUDE,Nova Glória,NAO,Construcao,GO,-15.175271290194166,-49.547339379787445
,2009,UNIDADE BÁSICA DE SAÚDE SÍTIO ARMADOR,Alto Santo,NAO,Construcao,CE,-5.520212939257934,-38.27183425426483
,2009,UBSF SEDE II E III,Aquiraz,NAO,Construcao,CE,-3.9051874193571527,-38.382582664489746
,2013,CENTRO DE SAUDE DE POSSE,Posse,NAO,Reforma,GO,-14.09219019581568,-46.362403165612704
,2013,PSF CENTRAL,Posse,NAO,Reforma,GO,-14.093775074978145,-46.36694759130478
,2013,UBS VILA SÃO JOSÉ,Posse,NAO,Construcao,GO,-14.093050708802107,-46.37704994525848
,2009,UAPSF DE RANCHO ALEGRE D OESTE,Rancho Alegre D'Oeste,NAO,Construcao,PR,-23.69253825258118,-53.1726211309433
,2009,CENTRO DE SAUDE MARIA DO SOCORRO CAVALCANTE,Senador Guiomard,NAO,Construcao,AC,-10.151565989898431,-67.7382043004036
,2009,ESF CENTRAL,São José do Egito,NAO,Construcao,PE,-7.4788253549515336,-37.274865210056305
,2009,UBS DA VILA,Laranja da Terra,NAO,Construcao,ES,-19.90328811122736,-41.01440638303757
,2009,ESTRATÉGIA DE SAÚDE DA FAMILIA ""vILA NOVA"",""BAIRRO VILA NOVA",ES,NAO,Construcao,-18.126915605960342,-40.539337545633316
,2009,CENTRO DE SAUDE DA FAMILIA DR RAIMUNDO GOMES,Coreaú,NAO,Construcao,CE,-3.554948343738771,-40.64726158976555
,2010,UBS TENONE II,Belém,NAO,Construcao,PA,-1.3199592157122004,-48.44000816345215
,2013,UBS JD. PARQUE DOS SONHOS,Pereiras,NAO,Construcao,SP,-23.0823695214601,-47.97298863530159
,2013,POSTO DE SAÚDE ANTONIO HUGO FONSECA BELFORT,Itapecuru Mirim,NAO,Construcao,MA,-3.280165722271593,-44.40892294049263
,2014,USF SAO JOAO 1 E 2,Castanhal,NAO,Ampliacao,PA,-1.3004815815404565,-47.89677366614342
,2010,UAPS LUIS COSTA,Fortaleza,NAO,Construcao,CE,-3.753076394456166,-38.539463728666306
,2013,UNIDADE BÁSICA DE SAÚDE DO RECANTO VERDE,São José de Ribamar,NAO,Construcao,MA,-2.551165822406604,-44.19570475816727
,2013,UNIDADE BÁSICA DE SAÚDE DE BARRA BONITA,Barra Bonita,NAO,Construcao,SC,-26.652531304162633,-53.44195246696472
,2013,UNIDADE Bï¿¿SICA DE SAï¿¿DE,Papanduva,NAO,Construcao,SC,-26.40878312640035,-50.14314651489258
,2009,UNIDADE DE ATENÇÃO PRIMÁRIA À SAÚDE JANGURUSSU,Fortaleza,NAO,Construcao,CE,-3.8216177467126626,-38.5294845700264
,2013,POSTO DE SAÚDE SANTA CLARA,Belágua,NAO,Construcao,MA,-3.1580848220848137,-43.508198261260986
,2009,POSTO DE SAUDE DA FAMILIA SANTA LUZIA,Canindé,NAO,Construcao,CE,-4.351856527831211,-39.31885465979576
,2010,UBS ANTONIO VIEIRA,Maranguape,SIM,Construcao,CE,-3.908072122174172,-38.67494076490402
,2009,UBASF PROURB,Maranguape,NAO,Construcao,CE,-3.8844376048000298,-38.67378741502762
,2010,UBS LUIZ EVERARDO DE ABREU CORDEIRO,Maranguape,SIM,Construcao,CE,-4.008923392214104,-38.728725761175156
,2013,UBS MÃE JOANA GONÇALVES LISBOA PA BONITO,MG,NAO,Construcao,,-16.012785061427696,-45.437880009412766
,2013,UBS ENF ROSA GENOVEVA DOS REIS,Franco da Rocha,NAO,Construcao,SP,-23.314355642909962,-46.702280044555664
,2010,UBS DE INGA,Crateús,NAO,Construcao,CE,-5.322616182814696,-40.6673569946289
,2009,UBS CANTO DE MOCA,Ielmo Marinho,NAO,Construcao,RN,-5.734449445261634,-35.46444654464722
,2012,ESTRATEGIA DE SAUDE DA FAMILIA SAO FRANCISCO,Afogados da Ingazeira,SIM,Ampliacao,PE,-7.772226497749426,-37.61650085449219
,2012,POSTO DE SAUDE ALTO VERMELHO,Afogados da Ingazeira,SIM,Ampliacao,PE,-7.770865820251908,-37.619590759277344
,2012,POSTO DE SAUDE MONTE ALEGRE,Afogados da Ingazeira,SIM,Ampliacao,PE,-7.778689655619384,-37.59521484375
,2012,POSTO DE SAUDE PAU FERRO,Afogados da Ingazeira,SIM,Ampliacao,PE,-7.690918302987739,-37.55882263183594
,2012,POSTO DE SAUDE CARAPUCA,Afogados da Ingazeira,SIM,Ampliacao,PE,-7.690918302987739,-37.55744934082031
,2012,POSTO DE SAUDE DOIS RIACHOS,Afogados da Ingazeira,SIM,Ampliacao,PE,-7.7732470029782474,-37.581138610839844
,2010,UNIDADE BASICA DE SAÚDE AGOSTINHO PORTO,São João de Meriti,NAO,Construcao,RJ,-22.790643202406308,-43.3821102976799
,2009,UBS SETOR MARISTA,Niquelândia,NAO,Construcao,GO,-14.461163138960085,-48.45285326242447
